Date,Close
2020-10-15 00:00:00+00:00,11495.349609375
2020-10-16 00:00:00+00:00,11322.123046875
2020-10-17 00:00:00+00:00,11358.1015625
2020-10-18 00:00:00+00:00,11483.359375
2020-10-19 00:00:00+00:00,11742.037109375
2020-10-20 00:00:00+00:00,11916.3349609375
2020-10-21 00:00:00+00:00,12823.689453125
2020-10-22 00:00:00+00:00,12965.8916015625
2020-10-23 00:00:00+00:00,12931.5390625
2020-10-24 00:00:00+00:00,13108.0625
2020-10-25 00:00:00+00:00,13031.173828125
2020-10-26 00:00:00+00:00,13075.248046875
2020-10-27 00:00:00+00:00,13654.21875
2020-10-28 00:00:00+00:00,13271.28515625
2020-10-29 00:00:00+00:00,13437.8828125
2020-10-30 00:00:00+00:00,13546.5224609375
2020-10-31 00:00:00+00:00,13780.9951171875
2020-11-01 00:00:00+00:00,13737.109375
2020-11-02 00:00:00+00:00,13550.4892578125
2020-11-03 00:00:00+00:00,13950.30078125
2020-11-04 00:00:00+00:00,14133.70703125
2020-11-05 00:00:00+00:00,15579.8486328125
2020-11-06 00:00:00+00:00,15565.880859375
2020-11-07 00:00:00+00:00,14833.75390625
2020-11-08 00:00:00+00:00,15479.5673828125
2020-11-09 00:00:00+00:00,15332.3154296875
2020-11-10 00:00:00+00:00,15290.90234375
2020-11-11 00:00:00+00:00,15701.33984375
2020-11-12 00:00:00+00:00,16276.34375
2020-11-13 00:00:00+00:00,16317.80859375
2020-11-14 00:00:00+00:00,16068.138671875
2020-11-15 00:00:00+00:00,15955.587890625
2020-11-16 00:00:00+00:00,16716.111328125
2020-11-17 00:00:00+00:00,17645.40625
2020-11-18 00:00:00+00:00,17804.005859375
2020-11-19 00:00:00+00:00,17817.08984375
2020-11-20 00:00:00+00:00,18621.314453125
2020-11-21 00:00:00+00:00,18642.232421875
2020-11-22 00:00:00+00:00,18370.001953125
2020-11-23 00:00:00+00:00,18364.12109375
2020-11-24 00:00:00+00:00,19107.46484375
2020-11-25 00:00:00+00:00,18732.12109375
2020-11-26 00:00:00+00:00,17150.623046875
2020-11-27 00:00:00+00:00,17108.40234375
2020-11-28 00:00:00+00:00,17717.4140625
2020-11-29 00:00:00+00:00,18177.484375
2020-11-30 00:00:00+00:00,19625.8359375
2020-12-01 00:00:00+00:00,18802.998046875
2020-12-02 00:00:00+00:00,19201.091796875
2020-12-03 00:00:00+00:00,19445.3984375
2020-12-04 00:00:00+00:00,18699.765625
2020-12-05 00:00:00+00:00,19154.23046875
2020-12-06 00:00:00+00:00,19345.12109375
2020-12-07 00:00:00+00:00,19191.630859375
2020-12-08 00:00:00+00:00,18321.14453125
2020-12-09 00:00:00+00:00,18553.916015625
2020-12-10 00:00:00+00:00,18264.9921875
2020-12-11 00:00:00+00:00,18058.904296875
2020-12-12 00:00:00+00:00,18803.65625
2020-12-13 00:00:00+00:00,19142.3828125
2020-12-14 00:00:00+00:00,19246.64453125
2020-12-15 00:00:00+00:00,19417.076171875
2020-12-16 00:00:00+00:00,21310.59765625
2020-12-17 00:00:00+00:00,22805.162109375
2020-12-18 00:00:00+00:00,23137.9609375
2020-12-19 00:00:00+00:00,23869.83203125
2020-12-20 00:00:00+00:00,23477.294921875
2020-12-21 00:00:00+00:00,22803.08203125
2020-12-22 00:00:00+00:00,23783.029296875
2020-12-23 00:00:00+00:00,23241.345703125
2020-12-24 00:00:00+00:00,23735.94921875
2020-12-25 00:00:00+00:00,24664.791015625
2020-12-26 00:00:00+00:00,26437.037109375
2020-12-27 00:00:00+00:00,26272.294921875
2020-12-28 00:00:00+00:00,27084.80859375
2020-12-29 00:00:00+00:00,27362.4375
2020-12-30 00:00:00+00:00,28840.953125
2020-12-31 00:00:00+00:00,29001.720703125
2021-01-01 00:00:00+00:00,29374.15234375
2021-01-02 00:00:00+00:00,32127.267578125
2021-01-03 00:00:00+00:00,32782.0234375
2021-01-04 00:00:00+00:00,31971.9140625
2021-01-05 00:00:00+00:00,33992.4296875
2021-01-06 00:00:00+00:00,36824.36328125
2021-01-07 00:00:00+00:00,39371.04296875
2021-01-08 00:00:00+00:00,40797.609375
2021-01-09 00:00:00+00:00,40254.546875
2021-01-10 00:00:00+00:00,38356.44140625
2021-01-11 00:00:00+00:00,35566.65625
2021-01-12 00:00:00+00:00,33922.9609375
2021-01-13 00:00:00+00:00,37316.359375
2021-01-14 00:00:00+00:00,39187.328125
2021-01-15 00:00:00+00:00,36825.3671875
2021-01-16 00:00:00+00:00,36178.140625
2021-01-17 00:00:00+00:00,35791.27734375
2021-01-18 00:00:00+00:00,36630.07421875
2021-01-19 00:00:00+00:00,36069.8046875
2021-01-20 00:00:00+00:00,35547.75
2021-01-21 00:00:00+00:00,30825.69921875
2021-01-22 00:00:00+00:00,33005.76171875
2021-01-23 00:00:00+00:00,32067.642578125
2021-01-24 00:00:00+00:00,32289.37890625
2021-01-25 00:00:00+00:00,32366.392578125
2021-01-26 00:00:00+00:00,32569.849609375
2021-01-27 00:00:00+00:00,30432.546875
2021-01-28 00:00:00+00:00,33466.09765625
2021-01-29 00:00:00+00:00,34316.38671875
2021-01-30 00:00:00+00:00,34269.5234375
2021-01-31 00:00:00+00:00,33114.359375
2021-02-01 00:00:00+00:00,33537.17578125
2021-02-02 00:00:00+00:00,35510.2890625
2021-02-03 00:00:00+00:00,37472.08984375
2021-02-04 00:00:00+00:00,36926.06640625
2021-02-05 00:00:00+00:00,38144.30859375
2021-02-06 00:00:00+00:00,39266.01171875
2021-02-07 00:00:00+00:00,38903.44140625
2021-02-08 00:00:00+00:00,46196.46484375
2021-02-09 00:00:00+00:00,46481.10546875
2021-02-10 00:00:00+00:00,44918.18359375
2021-02-11 00:00:00+00:00,47909.33203125
2021-02-12 00:00:00+00:00,47504.8515625
2021-02-13 00:00:00+00:00,47105.515625
2021-02-14 00:00:00+00:00,48717.2890625
2021-02-15 00:00:00+00:00,47945.05859375
2021-02-16 00:00:00+00:00,49199.87109375
2021-02-17 00:00:00+00:00,52149.0078125
2021-02-18 00:00:00+00:00,51679.796875
2021-02-19 00:00:00+00:00,55888.1328125
2021-02-20 00:00:00+00:00,56099.51953125
2021-02-21 00:00:00+00:00,57539.9453125
2021-02-22 00:00:00+00:00,54207.3203125
2021-02-23 00:00:00+00:00,48824.42578125
2021-02-24 00:00:00+00:00,49705.33203125
2021-02-25 00:00:00+00:00,47093.8515625
2021-02-26 00:00:00+00:00,46339.76171875
2021-02-27 00:00:00+00:00,46188.453125
2021-02-28 00:00:00+00:00,45137.76953125
2021-03-01 00:00:00+00:00,49631.2421875
2021-03-02 00:00:00+00:00,48378.98828125
2021-03-03 00:00:00+00:00,50538.2421875
2021-03-04 00:00:00+00:00,48561.16796875
2021-03-05 00:00:00+00:00,48927.3046875
2021-03-06 00:00:00+00:00,48912.3828125
2021-03-07 00:00:00+00:00,51206.69140625
2021-03-08 00:00:00+00:00,52246.5234375
2021-03-09 00:00:00+00:00,54824.1171875
2021-03-10 00:00:00+00:00,56008.55078125
2021-03-11 00:00:00+00:00,57805.12109375
2021-03-12 00:00:00+00:00,57332.08984375
2021-03-13 00:00:00+00:00,61243.0859375
2021-03-14 00:00:00+00:00,59302.31640625
2021-03-15 00:00:00+00:00,55907.19921875
2021-03-16 00:00:00+00:00,56804.90234375
2021-03-17 00:00:00+00:00,58870.89453125
2021-03-18 00:00:00+00:00,57858.921875
2021-03-19 00:00:00+00:00,58346.65234375
2021-03-20 00:00:00+00:00,58313.64453125
2021-03-21 00:00:00+00:00,57523.421875
2021-03-22 00:00:00+00:00,54529.14453125
2021-03-23 00:00:00+00:00,54738.9453125
2021-03-24 00:00:00+00:00,52774.265625
2021-03-25 00:00:00+00:00,51704.16015625
2021-03-26 00:00:00+00:00,55137.3125
2021-03-27 00:00:00+00:00,55973.51171875
2021-03-28 00:00:00+00:00,55950.74609375
2021-03-29 00:00:00+00:00,57750.19921875
2021-03-30 00:00:00+00:00,58917.69140625
2021-03-31 00:00:00+00:00,58918.83203125
2021-04-01 00:00:00+00:00,59095.80859375
2021-04-02 00:00:00+00:00,59384.3125
2021-04-03 00:00:00+00:00,57603.890625
2021-04-04 00:00:00+00:00,58758.5546875
2021-04-05 00:00:00+00:00,59057.87890625
2021-04-06 00:00:00+00:00,58192.359375
2021-04-07 00:00:00+00:00,56048.9375
2021-04-08 00:00:00+00:00,58323.953125
2021-04-09 00:00:00+00:00,58245.00390625
2021-04-10 00:00:00+00:00,59793.234375
2021-04-11 00:00:00+00:00,60204.96484375
2021-04-12 00:00:00+00:00,59893.453125
2021-04-13 00:00:00+00:00,63503.45703125
2021-04-14 00:00:00+00:00,63109.6953125
2021-04-15 00:00:00+00:00,63314.01171875
2021-04-16 00:00:00+00:00,61572.7890625
2021-04-17 00:00:00+00:00,60683.8203125
2021-04-18 00:00:00+00:00,56216.18359375
2021-04-19 00:00:00+00:00,55724.265625
2021-04-20 00:00:00+00:00,56473.03125
2021-04-21 00:00:00+00:00,53906.08984375
2021-04-22 00:00:00+00:00,51762.2734375
2021-04-23 00:00:00+00:00,51093.65234375
2021-04-24 00:00:00+00:00,50050.8671875
2021-04-25 00:00:00+00:00,49004.25390625
2021-04-26 00:00:00+00:00,54021.75390625
2021-04-27 00:00:00+00:00,55033.1171875
2021-04-28 00:00:00+00:00,54824.703125
2021-04-29 00:00:00+00:00,53555.109375
2021-04-30 00:00:00+00:00,57750.17578125
2021-05-01 00:00:00+00:00,57828.05078125
2021-05-02 00:00:00+00:00,56631.078125
2021-05-03 00:00:00+00:00,57200.29296875
2021-05-04 00:00:00+00:00,53333.5390625
2021-05-05 00:00:00+00:00,57424.0078125
2021-05-06 00:00:00+00:00,56396.515625
2021-05-07 00:00:00+00:00,57356.40234375
2021-05-08 00:00:00+00:00,58803.77734375
2021-05-09 00:00:00+00:00,58232.31640625
2021-05-10 00:00:00+00:00,55859.796875
2021-05-11 00:00:00+00:00,56704.57421875
2021-05-12 00:00:00+00:00,49150.53515625
2021-05-13 00:00:00+00:00,49716.19140625
2021-05-14 00:00:00+00:00,49880.53515625
2021-05-15 00:00:00+00:00,46760.1875
2021-05-16 00:00:00+00:00,46456.05859375
2021-05-17 00:00:00+00:00,43537.51171875
2021-05-18 00:00:00+00:00,42909.40234375
2021-05-19 00:00:00+00:00,37002.44140625
2021-05-20 00:00:00+00:00,40782.73828125
2021-05-21 00:00:00+00:00,37304.69140625
2021-05-22 00:00:00+00:00,37536.6328125
2021-05-23 00:00:00+00:00,34770.58203125
2021-05-24 00:00:00+00:00,38705.98046875
2021-05-25 00:00:00+00:00,38402.22265625
2021-05-26 00:00:00+00:00,39294.19921875
2021-05-27 00:00:00+00:00,38436.96875
2021-05-28 00:00:00+00:00,35697.60546875
2021-05-29 00:00:00+00:00,34616.06640625
2021-05-30 00:00:00+00:00,35678.12890625
2021-05-31 00:00:00+00:00,37332.85546875
2021-06-01 00:00:00+00:00,36684.92578125
2021-06-02 00:00:00+00:00,37575.1796875
2021-06-03 00:00:00+00:00,39208.765625
2021-06-04 00:00:00+00:00,36894.40625
2021-06-05 00:00:00+00:00,35551.95703125
2021-06-06 00:00:00+00:00,35862.37890625
2021-06-07 00:00:00+00:00,33560.70703125
2021-06-08 00:00:00+00:00,33472.6328125
2021-06-09 00:00:00+00:00,37345.12109375
2021-06-10 00:00:00+00:00,36702.59765625
2021-06-11 00:00:00+00:00,37334.3984375
2021-06-12 00:00:00+00:00,35552.515625
2021-06-13 00:00:00+00:00,39097.859375
2021-06-14 00:00:00+00:00,40218.4765625
2021-06-15 00:00:00+00:00,40406.26953125
2021-06-16 00:00:00+00:00,38347.0625
2021-06-17 00:00:00+00:00,38053.50390625
2021-06-18 00:00:00+00:00,35787.24609375
2021-06-19 00:00:00+00:00,35615.87109375
2021-06-20 00:00:00+00:00,35698.296875
2021-06-21 00:00:00+00:00,31676.693359375
2021-06-22 00:00:00+00:00,32505.66015625
2021-06-23 00:00:00+00:00,33723.02734375
2021-06-24 00:00:00+00:00,34662.4375
2021-06-25 00:00:00+00:00,31637.779296875
2021-06-26 00:00:00+00:00,32186.27734375
2021-06-27 00:00:00+00:00,34649.64453125
2021-06-28 00:00:00+00:00,34434.3359375
2021-06-29 00:00:00+00:00,35867.77734375
2021-06-30 00:00:00+00:00,35040.8359375
2021-07-01 00:00:00+00:00,33572.1171875
2021-07-02 00:00:00+00:00,33897.046875
2021-07-03 00:00:00+00:00,34668.546875
2021-07-04 00:00:00+00:00,35287.78125
2021-07-05 00:00:00+00:00,33746.00390625
2021-07-06 00:00:00+00:00,34235.1953125
2021-07-07 00:00:00+00:00,33855.328125
2021-07-08 00:00:00+00:00,32877.37109375
2021-07-09 00:00:00+00:00,33798.01171875
2021-07-10 00:00:00+00:00,33520.51953125
2021-07-11 00:00:00+00:00,34240.1875
2021-07-12 00:00:00+00:00,33155.84765625
2021-07-13 00:00:00+00:00,32702.025390625
2021-07-14 00:00:00+00:00,32822.34765625
2021-07-15 00:00:00+00:00,31780.73046875
2021-07-16 00:00:00+00:00,31421.5390625
2021-07-17 00:00:00+00:00,31533.068359375
2021-07-18 00:00:00+00:00,31796.810546875
2021-07-19 00:00:00+00:00,30817.83203125
2021-07-20 00:00:00+00:00,29807.34765625
2021-07-21 00:00:00+00:00,32110.693359375
2021-07-22 00:00:00+00:00,32313.10546875
2021-07-23 00:00:00+00:00,33581.55078125
2021-07-24 00:00:00+00:00,34292.4453125
2021-07-25 00:00:00+00:00,35350.1875
2021-07-26 00:00:00+00:00,37337.53515625
2021-07-27 00:00:00+00:00,39406.94140625
2021-07-28 00:00:00+00:00,39995.90625
2021-07-29 00:00:00+00:00,40008.421875
2021-07-30 00:00:00+00:00,42235.546875
2021-07-31 00:00:00+00:00,41626.1953125
2021-08-01 00:00:00+00:00,39974.89453125
2021-08-02 00:00:00+00:00,39201.9453125
2021-08-03 00:00:00+00:00,38152.98046875
2021-08-04 00:00:00+00:00,39747.50390625
2021-08-05 00:00:00+00:00,40869.5546875
2021-08-06 00:00:00+00:00,42816.5
2021-08-07 00:00:00+00:00,44555.80078125
2021-08-08 00:00:00+00:00,43798.1171875
2021-08-09 00:00:00+00:00,46365.40234375
2021-08-10 00:00:00+00:00,45585.03125
2021-08-11 00:00:00+00:00,45593.63671875
2021-08-12 00:00:00+00:00,44428.2890625
2021-08-13 00:00:00+00:00,47793.3203125
2021-08-14 00:00:00+00:00,47096.9453125
2021-08-15 00:00:00+00:00,47047.00390625
2021-08-16 00:00:00+00:00,46004.484375
2021-08-17 00:00:00+00:00,44695.359375
2021-08-18 00:00:00+00:00,44801.1875
2021-08-19 00:00:00+00:00,46717.578125
2021-08-20 00:00:00+00:00,49339.17578125
2021-08-21 00:00:00+00:00,48905.4921875
2021-08-22 00:00:00+00:00,49321.65234375
2021-08-23 00:00:00+00:00,49546.1484375
2021-08-24 00:00:00+00:00,47706.1171875
2021-08-25 00:00:00+00:00,48960.7890625
2021-08-26 00:00:00+00:00,46942.21875
2021-08-27 00:00:00+00:00,49058.66796875
2021-08-28 00:00:00+00:00,48902.40234375
2021-08-29 00:00:00+00:00,48829.83203125
2021-08-30 00:00:00+00:00,47054.984375
2021-08-31 00:00:00+00:00,47166.6875
2021-09-01 00:00:00+00:00,48847.02734375
2021-09-02 00:00:00+00:00,49327.72265625
2021-09-03 00:00:00+00:00,50025.375
2021-09-04 00:00:00+00:00,49944.625
2021-09-05 00:00:00+00:00,51753.41015625
2021-09-06 00:00:00+00:00,52633.53515625
2021-09-07 00:00:00+00:00,46811.12890625
2021-09-08 00:00:00+00:00,46091.390625
2021-09-09 00:00:00+00:00,46391.421875
2021-09-10 00:00:00+00:00,44883.91015625
2021-09-11 00:00:00+00:00,45201.45703125
2021-09-12 00:00:00+00:00,46063.26953125
2021-09-13 00:00:00+00:00,44963.07421875
2021-09-14 00:00:00+00:00,47092.4921875
2021-09-15 00:00:00+00:00,48176.34765625
2021-09-16 00:00:00+00:00,47783.359375
2021-09-17 00:00:00+00:00,47267.51953125
2021-09-18 00:00:00+00:00,48278.36328125
2021-09-19 00:00:00+00:00,47260.21875
2021-09-20 00:00:00+00:00,42843.80078125
2021-09-21 00:00:00+00:00,40693.67578125
2021-09-22 00:00:00+00:00,43574.5078125
2021-09-23 00:00:00+00:00,44895.09765625
2021-09-24 00:00:00+00:00,42839.75
2021-09-25 00:00:00+00:00,42716.59375
2021-09-26 00:00:00+00:00,43208.5390625
2021-09-27 00:00:00+00:00,42235.73046875
2021-09-28 00:00:00+00:00,41034.54296875
2021-09-29 00:00:00+00:00,41564.36328125
2021-09-30 00:00:00+00:00,43790.89453125
2021-10-01 00:00:00+00:00,48116.94140625
2021-10-02 00:00:00+00:00,47711.48828125
2021-10-03 00:00:00+00:00,48199.953125
2021-10-04 00:00:00+00:00,49112.90234375
2021-10-05 00:00:00+00:00,51514.8125
2021-10-06 00:00:00+00:00,55361.44921875
2021-10-07 00:00:00+00:00,53805.984375
2021-10-08 00:00:00+00:00,53967.84765625
2021-10-09 00:00:00+00:00,54968.22265625
2021-10-10 00:00:00+00:00,54771.578125
2021-10-11 00:00:00+00:00,57484.7890625
2021-10-12 00:00:00+00:00,56041.05859375
2021-10-13 00:00:00+00:00,57401.09765625
2021-10-14 00:00:00+00:00,57321.5234375
2021-10-15 00:00:00+00:00,61593.94921875
